# path	seed	style	size
items/crystal-ball.png	790298486	item	1024x1024
items/magic-bow.png	1674183137	item	1024x1024
items/magic-sword-2.png	1281443330	item	1024x1024
items/teleport-scroll.png	106966672	item	1024x1024
items/magic-armor.png	1703023839	item	1024x1024
items/fire-ball-scroll.png	791238508	item	1024x1024
items/lightning-scroll.png	1786341483	item	1024x1024
items/key-medallion.png	462360038	item	1024x1024
items/sword.png	934335760	item	1024x1024
items/staff.png	842914093	item	1024x1024
items/elven-blade.png	1319664248	item	1024x1024
events/rest.png	1641314604	darkest	1024x1024
screens/you-win.png	68800671	dosrpg	1024x1024
screens/you-died.png	401926553	dosrpg	1024x1024
markers/gravestone.png	1843762903	dark	1024x1024
markers/player-body.png	1564286997	dark	1024x1024
markers/lost-cache.png	1051117874	dark	1024x1024
markers/cursed-rune.png	1447816191	dark	1024x1024
classes/hero.png	382388570	portrait	1024x1024
classes/elf.png	503421764	portrait	1024x1024
classes/superhero.png	1532788136	portrait	1024x1024
classes/wizard.png	280034062	portrait	1024x1024
rooms/main-gallery.png	1786730727	dosrpg	1024x1024
rooms/barracks.png	1467172673	dosrpg	1024x1024
rooms/armory.png	887960602	dosrpg	1024x1024
rooms/stone-room.png	1996016548	dosrpg	1024x1024
rooms/store-room.png	1255015505	dosrpg	1024x1024
rooms/torture-chamber.png	301145333	dosrpg	1024x1024
rooms/kitchen.png	443889647	dosrpg	1024x1024
rooms/wizards-lab.png	1013008876	dosrpg	1024x1024
rooms/wizards-treasure.png	965378269	dosrpg	1024x1024
rooms/kings-library.png	2097205261	dosrpg	1024x1024
rooms/kings-treasure.png	557936060	dosrpg	1024x1024
rooms/queens-armor.png	1917030995	dosrpg	1024x1024
rooms/queens-treasure.png	148436781	dosrpg	1024x1024
rooms/the-crypt.png	1542919574	dosrpg	1024x1024
events/curio-chest.png	660044938	darkest	1024x1024
events/fountain.png	1336598255	darkest	1024x1024
events/shrine.png	1590215641	darkest	1024x1024
events/gamblers-altar.png	133565681	darkest	1024x1024
events/hooded-peddler.png	1095867644	darkest	1024x1024
events/idol.png	61649909	darkest	1024x1024
events/fallen-adventurer.png	268289219	darkest	1024x1024
events/glowing-mushrooms.png	1049532015	darkest	1024x1024
events/rune-obelisk.png	744909291	darkest	1024x1024
events/weapon-cache.png	892313543	darkest	1024x1024
events/mimic.png	1256342937	darkest	1024x1024
strategic-combat/monsters/animals/giant-rat.png	2020850487	darkest	1024x1024
strategic-combat/monsters/animals/giant-lizard.png	1032878377	darkest	1024x1024
strategic-combat/monsters/beasts/goblin.png	1611180397	darkest	1024x1024
strategic-combat/monsters/undead/skeleton.png	725462397	darkest	1024x1024
strategic-combat/monsters/beasts/hobgoblin.png	649588139	darkest	1024x1024
strategic-combat/monsters/animals/giant-spider.png	1423799153	darkest	1024x1024
strategic-combat/monsters/undead/ghoul.png	1590807529	darkest	1024x1024
strategic-combat/monsters/beasts/gargoyle.png	854975576	darkest	1024x1024
strategic-combat/monsters/humanoids/evil-hero.png	371957090	darkest	1024x1024
strategic-combat/monsters/animals/giant-snake.png	102983777	darkest	1024x1024
strategic-combat/monsters/beasts/werewolf.png	628858851	darkest	1024x1024
strategic-combat/monsters/beasts/ogre.png	1031895354	darkest	1024x1024
strategic-combat/monsters/undead/mummy.png	1165838758	darkest	1024x1024
strategic-combat/monsters/beasts/troll.png	289360098	darkest	1024x1024
strategic-combat/monsters/undead/vampire.png	1723575895	darkest	1024x1024
strategic-combat/monsters/beasts/giant.png	1726450491	darkest	1024x1024
strategic-combat/monsters/humanoids/witch.png	452630485	darkest	1024x1024
strategic-combat/monsters/misc/green-slime.png	1642722079	darkest	1024x1024
strategic-combat/monsters/insects/purple-worm.png	1633843938	darkest	1024x1024
strategic-combat/monsters/misc/black-pudding.png	774866498	darkest	1024x1024
strategic-combat/monsters/humanoids/evil-wizard.png	1357997939	darkest	1024x1024
strategic-combat/monsters/beasts/red-dragon.png	1442708508	darkest	1024x1024
strategic-combat/monsters/beasts/blue-dragon.png	231031948	darkest	1024x1024
strategic-combat/events/mimic.png	924405350	darkest	1024x1024
strategic-combat/classes/hero.png	219121797	darkest	1024x1024
strategic-combat/classes/elf.png	664426946	darkest	1024x1024
strategic-combat/classes/superhero.png	1601381916	darkest	1024x1024
strategic-combat/classes/wizard.png	945738750	darkest	1024x1024
strategic-combat/treasures/silver-cup.png	1794741406	darkest	1024x1024
strategic-combat/treasures/sack-of-gold.png	2106628184	darkest	1024x1024
strategic-combat/treasures/silver-ring.png	1769225226	darkest	1024x1024
strategic-combat/treasures/gold-cup.png	1022069762	darkest	1024x1024
strategic-combat/treasures/gold-ring.png	324620658	darkest	1024x1024
strategic-combat/treasures/silver-coffer.png	2119350089	darkest	1024x1024
strategic-combat/treasures/jade-idol.png	2032822995	darkest	1024x1024
strategic-combat/treasures/huge-emerald.png	536843037	darkest	1024x1024
strategic-combat/treasures/huge-sapphire.png	371385531	darkest	1024x1024
strategic-combat/treasures/silver-necklace.png	268209703	darkest	1024x1024
strategic-combat/treasures/huge-ruby.png	2074993521	darkest	1024x1024
strategic-combat/treasures/gold-necklace.png	663602968	darkest	1024x1024
strategic-combat/treasures/huge-diamond.png	1932815854	darkest	1024x1024
strategic-combat/treasures/crown-of-gems.png	603823151	darkest	1024x1024
strategic-combat/treasures/dragon-hoard.png	572200534	darkest	1024x1024
strategic-combat/items/magic-sword-1.png	822389566	darkest	1024x1024
strategic-combat/items/torch.png	1142438124	darkest	1024x1024
strategic-combat/items/esp-medallion.png	327593877	darkest	1024x1024
strategic-combat/items/shield.png	106940421	darkest	1024x1024
strategic-combat/items/elf-boots.png	1582208925	darkest	1024x1024
strategic-combat/items/secret-door-card.png	1481232818	darkest	1024x1024
strategic-combat/items/crystal-ball.png	187097753	darkest	1024x1024
strategic-combat/items/magic-bow.png	585023307	darkest	1024x1024
strategic-combat/items/magic-sword-2.png	541935907	darkest	1024x1024
strategic-combat/items/teleport-scroll.png	1188177496	darkest	1024x1024
strategic-combat/items/magic-armor.png	1851637033	darkest	1024x1024
strategic-combat/items/fire-ball-scroll.png	152897761	darkest	1024x1024
strategic-combat/items/lightning-scroll.png	429971699	darkest	1024x1024
